iteration,loss_gen_a_identity,loss_gen_b_identity,loss_gen_a_translate,loss_gen_b_translate,loss_gen_adv_a,loss_gen_adv_b,loss_gen_a_content,loss_gen_b_content,loss_gen_a_identity_content,loss_gen_b_identity_content,loss_gen_aba_noise,loss_gen_a_identity_noise,loss_dis_a,loss_dis_b,loss_gen_diversity
30900,"tensor(0.0053, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0087, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0197, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0178, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.8230, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.8525, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0922, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0868, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0187, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0391, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0015, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0005, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1846, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1260, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3803, device='cuda:1', grad_fn=<MeanBackward0>)"
31000,"tensor(0.0118, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0093, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0250, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0228, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.7419, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7966, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0903, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1015, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0281, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0375, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0018, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0005, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2183, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0995, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2111, device='cuda:1', grad_fn=<MeanBackward0>)"
31100,"tensor(0.0076, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0088, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0106, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0160, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.8155, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7938, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0619, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0851, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0277, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0475, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0010, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0006, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0677, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0721, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4754, device='cuda:1', grad_fn=<MeanBackward0>)"
31200,"tensor(0.0061, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0088, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0187, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0215, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.8493, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7734, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0886, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0981, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0220, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0356, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0016, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0007, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0851, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0971, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2466, device='cuda:1', grad_fn=<MeanBackward0>)"
31300,"tensor(0.0076, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0091, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0243, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0182, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.8079, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.8090, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0865, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0863, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0267, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0399, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0018, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0008, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1377, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1153, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4828, device='cuda:1', grad_fn=<MeanBackward0>)"
31400,"tensor(0.0047, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0085, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0108, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0187, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.9307, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7790, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0698, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0870, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0200, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0385, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0011, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0004, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1061, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0935, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.6586, device='cuda:1', grad_fn=<MeanBackward0>)"
31500,"tensor(0.0061, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0094, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0106, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0176, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.9680, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7496, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0708, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0822, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0322, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0373, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0010, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0005, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0734, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1194, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3660, device='cuda:1', grad_fn=<MeanBackward0>)"
31600,"tensor(0.0056, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0091, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0220, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0222, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(1.0915, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7626, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0873, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0973, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0225, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0386, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0016, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0006, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0756, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1225, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3970, device='cuda:1', grad_fn=<MeanBackward0>)"
31700,"tensor(0.0051, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0095, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0115, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0208, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(1.0904, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.8935, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0730, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0977, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0205, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0464, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0010, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0003, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1081, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1112, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7966, device='cuda:1', grad_fn=<MeanBackward0>)"
31800,"tensor(0.0080, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0082, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0086, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0197, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.8194, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.8158, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0578, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0877, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0582, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0344, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0009, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0010, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0990, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0765, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2752, device='cuda:1', grad_fn=<MeanBackward0>)"
31900,"tensor(0.0060, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0086, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0189, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0183, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.5824, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7705, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0792, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0880, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0196, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0364, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0014, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0005, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0983, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0967, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4538, device='cuda:1', grad_fn=<MeanBackward0>)"
32000,"tensor(0.0032, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0088, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0069, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0203, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(1.0466, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7587, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0541, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0914, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0191, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0327, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0008, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0003, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0926, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1271, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.8115, device='cuda:1', grad_fn=<MeanBackward0>)"
32100,"tensor(0.0114, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0084, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0385, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0208, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.9474, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.6465, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1197, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0970, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0384, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0370, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0026, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0014, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1355, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1122, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1656, device='cuda:1', grad_fn=<MeanBackward0>)"
32200,"tensor(0.0033, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0093, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0124, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0212, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.9180, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.8900, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0706, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0957, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0158, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0410, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0012, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0004, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0730, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1242, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2879, device='cuda:1', grad_fn=<MeanBackward0>)"
32300,"tensor(0.0061, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0099, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0120, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0230, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.9020, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.6395, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0711, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0957, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0241, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0410, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0011, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0004, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1322, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0807, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2601, device='cuda:1', grad_fn=<MeanBackward0>)"
32400,"tensor(0.0027, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0085, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0175, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0219, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.8694, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.8470, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0858, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0998, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0165, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0381, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0012, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0004, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1022, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0898, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.2295, device='cuda:1', grad_fn=<MeanBackward0>)"
32500,"tensor(0.0071, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0090, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0194, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0207, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.8853, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7019, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0868, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0949, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0220, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0366, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0016, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0004, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2035, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1099, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.4785, device='cuda:1', grad_fn=<MeanBackward0>)"
32600,"tensor(0.0034, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0087, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0146, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0198, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.8954, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7381, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0695, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0972, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0156, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0416, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0015, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0004, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1079, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1678, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3627, device='cuda:1', grad_fn=<MeanBackward0>)"
32700,"tensor(0.0030, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0083, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0102, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0192, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.8658, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.8449, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0654, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0864, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0168, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0331, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0011, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0003, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0961, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1249, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3785, device='cuda:1', grad_fn=<MeanBackward0>)"
32800,"tensor(0.0077, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0082, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0247, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0177, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(1.0158, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.5930, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0911, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0791, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0238, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0314, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0019, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0008, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0978, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1671, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.5834, device='cuda:1', grad_fn=<MeanBackward0>)"
32900,"tensor(0.0042, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0085, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0185, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0192, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.7921, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.8637, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0868, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0896, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0187, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0382, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0011, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0005, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1571, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1416, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.8016, device='cuda:1', grad_fn=<MeanBackward0>)"
33000,"tensor(0.0089, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0085, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0153, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0186, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.8909, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.8824, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0774, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0946, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0262, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0338, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0013, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0006, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1065, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1150, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.6558, device='cuda:1', grad_fn=<MeanBackward0>)"
33100,"tensor(0.0053, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0087, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0069, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0213, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(1.0021, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.5560, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.0483, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0984, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0229, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0409, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0007, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0004, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1013, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.3284, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1928, device='cuda:1', grad_fn=<MeanBackward0>)"
33200,"tensor(0.0048, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0087, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0276, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0208, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.9966, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.7249, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1009, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.1087, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0207, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0438, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0016, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.0005, device='cuda:1', grad_fn=<MeanBackward0>)","tensor(0.2130, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.1220, device='cuda:1', grad_fn=<DivBackward0>)","tensor(0.5057, device='cuda:1', grad_fn=<MeanBackward0>)"
